Youtube,Link,ProjectName,Developer,AreaName,PropertyType,StartingPrice,ImageLink,"Lat,Lng",Language,Tours,PDF,RedSticker,Green Sticker,New/Hot,Free Sticker,Tags,LifeStyle,Handover,Payment Plan,Bedrooms,LinkRu,LinkAr
N/A,https://opr.ae/projects/the-arthouse-by-aldar-properties-in-saadiyat-grove,The Arthouse,Aldar,Saadiyat Grove (Abu Dhabi Emirate),"Apartments, Sky Villas",3300000,https://cdn.opr.ae/upload/photo/Arthouse.jpg,"24.537344, 54.403186",EN,N/A,https://cdn.opr.ae/upload/brochures/Arthouse_Brochure.pdf,65/35 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q1 2025,65/35 Payment Plan,"1BR, 2BR, 3BR, 5BR",https://opr.ae/ru/projects/the-arthouse-by-aldar-properties-in-saadiyat-grove,https://opr.ae/ar/projects/the-arthouse-by-aldar-properties-in-saadiyat-grove
N/A,https://opr.ae/projects/takaya-by-union-properties-in-motor-city,Takaya,Union Properties,Motor City,"Apartments, Villas, Townhouses",N/A,https://cdn.opr.ae/upload/photo/Takaya%20by%20Union%20Properties.jpg,"25.047285, 55.234919",EN,N/A,N/A,Coming Soon,N/A,N/A,N/A,N/A,Green Nature Living,N/A,N/A,N/A,https://opr.ae/ru/projects/takaya-by-union-properties-in-motor-city,https://opr.ae/ar/projects/takaya-by-union-properties-in-motor-city
N/A,https://opr.ae/projects/one-residence-by-ginco-properties-in-downtown-dubai,ONE RESIDENCE,GINCO Properties,Downtown Dubai,"Studios, Apartments, Penthouses",1980000,https://cdn.opr.ae/upload/photo/ONE%20RESIDENCE.jpg,"25.194108, 55.285326",EN,N/A,https://cdn.opr.ae/upload/brochures/One%20Residence%20-%20Brochure.pdf,50/50 Payment Plan,N/A,N/A,N/A,N/A,Dubai Luxury Living,Q1 2027,50/50 Payment Plan,"Studios,1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/one-residence-by-ginco-properties-in-downtown-dubai,https://opr.ae/ar/projects/one-residence-by-ginco-properties-in-downtown-dubai
N/A,https://opr.ae/projects/altus-by-emaar-properties-in-dubai-creek-harbour,ALTUS,Emaar,Dubai Creek Harbour,Apartments,1600000,https://cdn.opr.ae/upload/photo/ALTUS_EMAAR.jpg,"25.207201, 55.353140",EN,N/A,https://cdn.opr.ae/upload/brochures/ALTUS_DCH_ONEPAGER.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q1 2028,80/20 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/altus-by-emaar-properties-in-dubai-creek-harbour,https://opr.ae/ar/projects/altus-by-emaar-properties-in-dubai-creek-harbour
N/A,https://opr.ae/projects/coral-beach-villas-by-sobha-realty-on-sobha-siniya-island,Coral Beach Villas,Sobha,Sobha Siniya Island (Umm Al Quwain),Villas,16600000,https://cdn.opr.ae/upload/photo/CORAL%20BEACH%20SOBHA.jpg,"25.604920, 55.627777",EN,N/A,N/A,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,"Beachfront Living, Waterfront Living",Q4 2028,60/40 Payment Plan,"5BR, 6BR",https://opr.ae/ru/projects/coral-beach-villas-by-sobha-realty-on-sobha-siniya-island,https://opr.ae/ar/projects/coral-beach-villas-by-sobha-realty-on-sobha-siniya-island
N/A,https://opr.ae/projects/palm-groove-villas-by-sobha-realty-on-sobha-siniya-island,Palm Groove Villas,Sobha,Sobha Siniya Island (Umm Al Quwain),Villas,10500000,https://cdn.opr.ae/upload/photo/Palm%20Grove%20Villas.jpg,"25.604920, 55.627777",EN,N/A,N/A,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,"Beachfront Living, Waterfront Living",Q4 2028,60/40 Payment Plan,4BR,https://opr.ae/ru/projects/palm-groove-villas-by-sobha-realty-on-sobha-siniya-island,https://opr.ae/ar/projects/palm-groove-villas-by-sobha-realty-on-sobha-siniya-island
N/A,https://opr.ae/projects/samana-ocean-pearl-by-samana-developers-on-dubai-islands,Ocean Pearl,SAMANA Developers,Dubai Islands,"Studios, Apartments",1600000,https://cdn.opr.ae/upload/photo/SAMANA%20OCEAN%20PEARL.jpg,"25.299865, 55.314790",EN,N/A,https://cdn.opr.ae/upload/brochures/SAMANA%20OCEAN%20PEARL%20BROCHURE.pdf,20/80 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living, Waterfront Living",2027-2028,20/80 Payment Plan,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/samana-ocean-pearl-by-samana-developers-on-dubai-islands,https://opr.ae/ar/projects/samana-ocean-pearl-by-samana-developers-on-dubai-islands
N/A,https://opr.ae/projects/shoreline-by-damac-properties-on-al-marjan-island,Shoreline,DAMAC,Al Marjan Island (Ras Al Khaimah Emirate),Apartments,2000000,https://cdn.opr.ae/upload/photo/Shoreline.jpg,"25.68636, 55.74243",EN,N/A,https://cdn.opr.ae/upload/brochures/RAK%20%E2%80%93%20SHORELINE%20BY%20DAMAC.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,"Beachfront Living, Waterfront Living",Q3 2028,70/30 Payment Plan,N/A,https://opr.ae/ru/projects/shoreline-by-damac-properties-on-al-marjan-island,https://opr.ae/ar/projects/shoreline-by-damac-properties-on-al-marjan-island
N/A,https://opr.ae/projects/samana-avenue-by-samana-developers,SAMANA Avenue,SAMANA Developers,Dubailand,"Studios, Apartments",1000000,https://cdn.opr.ae/upload/photo/SAMANA%20Avenue.jpg,"25.084247, 55.384761",EN,N/A,https://cdn.opr.ae/upload/brochures/SAMANA%20AVENUE.pdf,70/30 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,N/A,70/30 Payment Plan,"Studios,1BR, 2BR",https://opr.ae/ru/projects/samana-avenue-by-samana-developers,https://opr.ae/ar/projects/samana-avenue-by-samana-developers
N/A,https://opr.ae/projects/the-pier-residence-by-the-devmark-group-in-dubai-maritime-city,The Pier Residence,The Devmark Group,Dubai Maritime City,Apartments,1600000,https://cdn.opr.ae/upload/photo/The%20Pier%20Residence.jpg,"25.267454, 55.270506",EN,N/A,https://cdn.opr.ae/upload/brochures/Brochure_The%20Pier%20Residence.pdf,60/40 Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living, Waterfront Living",2027,60/40 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/the-pier-residence-by-the-devmark-group-in-dubai-maritime-city,https://opr.ae/ar/projects/the-pier-residence-by-the-devmark-group-in-dubai-maritime-city
N/A,https://opr.ae/projects/park-beach-residence-by-deca-properties-on-al-marjan-island,Park Beach Residence,Deca Properties,Al Marjan Island (Ras Al Khaimah Emirate),"Studios, Apartments",900000,https://cdn.opr.ae/upload/photo/Park%20Beach%20Residence.jpg,"25.690971, 55.740884",EN,N/A,https://cdn.opr.ae/upload/brochures/Park%20Beach%20Brochure.pdf,50/50 Payment Plan,N/A,N/A,N/A,N/A,"Beachfront Living, Waterfront Living",Q2 2027,50/50 Payment Plan,"Studios,1BR",https://opr.ae/ru/projects/park-beach-residence-by-deca-properties-on-al-marjan-island,https://opr.ae/ar/projects/park-beach-residence-by-deca-properties-on-al-marjan-island
N/A,https://opr.ae/projects/avena-and-avena-2-by-emaar-properties-in-the-valley-2,Avena & Avena 2,Emaar,The Valley 2,Villas,4360000,https://cdn.opr.ae/upload/photo/Avena%20and%20Avena%202%20by%20Emaar%20Properties%20in%20The%20Valley%202.jpg,"25.005258, 55.436836",EN,N/A,https://cdn.opr.ae/upload/brochures/AVENA-FP.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q3 2028,80/20 Payment Plan,4BR,https://opr.ae/ru/projects/avena-and-avena-2-by-emaar-properties-in-the-valley-2,https://opr.ae/ar/projects/avena-and-avena-2-by-emaar-properties-in-the-valley-2
N/A,https://opr.ae/projects/aqua-arc-by-bnw-properties-on-al-marjan-island,Aqua Arc,BNW Properties,Al Marjan Island (Ras Al Khaimah Emirate),"Apartments, Sky Villas, Townhouses",2230000,https://cdn.opr.ae/upload/photo/Aqua%20Arc%20(RAK).jpg,"25.690971, 55.740884",EN,N/A,N/A,70/30 Payment Plan,N/A,N/A,N/A,N/A,"Beachfront Living, Waterfront Living",Q2 2027,70/30 Payment Plan,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/aqua-arc-by-bnw-properties-on-al-marjan-island,https://opr.ae/ar/projects/aqua-arc-by-bnw-properties-on-al-marjan-island
N/A,https://opr.ae/projects/sofitel-residences-dubai-by-azha-development,Sofitel Residences,Azha Development,Downtown Dubai,"Apartments, Penthouses",2500000,https://cdn.opr.ae/upload/photo/Sofitel%20Residences.jpg,"25.193701, 55.283150",EN,N/A,https://cdn.opr.ae/upload/brochures/Sofitel_Brochure.pdf,Coming soon,N/A,N/A,N/A,N/A,Dubai Luxury Living,Q4 2026,40/60 Payment Plan,"1BR, 2BR, 3BR, 4BR, 5BR",https://opr.ae/ru/projects/sofitel-residences-dubai-by-azha-development,https://opr.ae/ar/projects/sofitel-residences-dubai-by-azha-development
N/A,https://opr.ae/projects/skyscape-altius-by-sobha-realty-in-sobha-hartland-2,Skyscape Altius,Sobha,Sobha Hartland II,Apartments,1560000,https://cdn.opr.ae/upload/photo/Skyscape%20Altius.jpg,"25.171855, 55.329314",EN,N/A,https://cdn.opr.ae/upload/brochures/Brochure%20-%20SKYSCAPE%20ALTIUS.pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q4 2028,60/40 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/skyscape-altius-by-sobha-realty-in-sobha-hartland-2,https://opr.ae/ar/projects/skyscape-altius-by-sobha-realty-in-sobha-hartland-2
N/A,https://opr.ae/projects/nb-collection-by-rak-properties-on-hayat-island,NB Collection,RAK Properties,Hayat Island (Ras Al Khaimah Emirate),Villas,17000000,https://cdn.opr.ae/upload/photo/NB%20Collection%20RAK.jpg,"25.723334, 55.840883",EN,N/A,https://cdn.opr.ae/upload/brochures/NB%20Brochure.pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,"Beachfront Living, Waterfront Living",Q4 2026,60/40 Payment Plan,4BR,https://opr.ae/ru/projects/nb-collection-by-rak-properties-on-hayat-island,https://opr.ae/ar/projects/nb-collection-by-rak-properties-on-hayat-island
N/A,https://opr.ae/projects/ocean-cove-by-emaar-properties,Ocean Cove,Emaar,Rashid Yachts & Marina,Apartments,1760000,https://cdn.opr.ae/upload/photo/Ocean%20Cove.jpg,"25.256044, 55.279628",EN,N/A,https://cdn.opr.ae/upload/brochures/OCEAN_COVE_BROCHURE.pdf,80/20 Payment Plan,Coming Soon,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q3 2028,80/20 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/ocean-cove-by-emaar-properties,https://opr.ae/ar/projects/ocean-cove-by-emaar-properties
N/A,https://opr.ae/projects/trump-hotel-by-darglobal-and-omran-group-in-muscat,Trump Hotel,DarGlobal,Muscat (The Sultanate of Oman),Hotel suites,1300000,https://cdn.opr.ae/upload/photo/Trump%20Hotel.jpg,"23.529569, 58.675125",EN,N/A,https://cdn.opr.ae/upload/brochures/Trump%20Hotel%20Factsheet.pdf,90/10 Payment Plan,Coming Soon,N/A,N/A,N/A,Beachfront Living,Q4 2028,90/10 Payment Plan,N/A,https://opr.ae/ru/projects/trump-hotel-by-darglobal-and-omran-group-in-muscat,https://opr.ae/ar/projects/trump-hotel-by-darglobal-and-omran-group-in-muscat
N/A,https://opr.ae/projects/trump-cliff-villas-by-darglobal-and-omran-group-in-muscat,Trump Cliff Villas,DarGlobal,Muscat (The Sultanate of Oman),Villas,3700000,https://cdn.opr.ae/upload/photo/Trump%20residences.jpg,"23.529569, 58.675125",EN,N/A,https://cdn.opr.ae/upload/brochures/Trump%20Villas%20Factsheet.pdf,90/10 Payment Plan,Coming Soon,N/A,N/A,N/A,Beachfront Living,Q4 2028,90/10 Payment Plan,3BR,https://opr.ae/ru/projects/trump-cliff-villas-by-darglobal-and-omran-group-in-muscat,https://opr.ae/ar/projects/trump-cliff-villas-by-darglobal-and-omran-group-in-muscat
N/A,https://opr.ae/projects/marina-views-by-emaar-properties,Marina Views,Emaar,Rashid Yachts & Marina,Apartments,1650000,https://cdn.opr.ae/upload/photo/Marina%20Views%20by%20Emaar%20.jpg,"25.258115, 55.275397",EN,N/A,https://cdn.opr.ae/upload/brochures/MARINA_VIEWS_BROCHURE.pdf,80/20 Payment Plan,Coming Soon,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q4 2028,80/20 Payment Plan,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/marina-views-by-emaar-properties,https://opr.ae/ar/projects/marina-views-by-emaar-properties
N/A,https://opr.ae/projects/savannah-by-nshama-in-town-square-dubai,Savannah,NSHAMA,Town Square Dubai,"Apartments, Duplexes",809000,https://cdn.opr.ae/upload/photo/SAVANNAH.jpg,"25.004300, 55.287466",EN,N/A,https://cdn.opr.ae/upload/brochures/SAVANNAH-Brochure-Final.pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Green Nature Living,Q3 2027,60/40 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/savannah-by-nshama-in-town-square-dubai,https://opr.ae/ar/projects/savannah-by-nshama-in-town-square-dubai
N/A,https://opr.ae/projects/fairmont-residences-solara-tower-dubai-by-sol-properties,Fairmont Residences,SOL Properties,Downtown Dubai,"Apartments, Penthouses",N/A,https://cdn.opr.ae/upload/photo/Fairmont%20Residences%20Solara%20Tower.jpg,"25.189793, 55.271872",EN,N/A,https://cdn.opr.ae/upload/brochures/Fairmont%20Residences_Solara%20Tower%20Dubai_Factsheet%20(1).pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q3 2027,60/40 Payment Plan,N/A,https://opr.ae/ru/projects/fairmont-residences-solara-tower-dubai-by-sol-properties,https://opr.ae/ar/projects/fairmont-residences-solara-tower-dubai-by-sol-properties
N/A,https://opr.ae/projects/townhouses-velora-and-venera-valley-2-dubai,Velora & Venera,Emaar,The Valley 2,Townhouses,2480000,https://cdn.opr.ae/upload/photo/VENERA&VELORA.jpg,"25.005258, 55.436836",EN,N/A,N/A,80/20 Payment Plan,First townhouse clusters,N/A,N/A,N/A,Green Nature Living,Q3 2028,80/20 Payment Plan,"3BR, 4BR",https://opr.ae/ru/projects/townhouses-velora-and-venera-valley-2-dubai,https://opr.ae/ar/projects/townhouses-velora-and-venera-valley-2-dubai
N/A,https://opr.ae/projects/tonino-lamborghini-residences,Tonino Lamborghini Residences,Gulf Land Property Developers,Meydan,Apartments,3000000,https://cdn.opr.ae/upload/photo/Gulf%20Land%20x%20Tonino%20Lamborghini%20Residences.jpg,"25.161009, 55.326232",EN,N/A,https://cdn.opr.ae/upload/brochures/Gulf%20Land%20x%20Tonino%20Lamborghini%20Residences%20DUbai.pdf,70/30 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q1 2027,70/30 Payment Plan,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/tonino-lamborghini-residences,https://opr.ae/ar/projects/tonino-lamborghini-residences
N/A,https://opr.ae/projects/verdes-haven-aldar-properties-dubailand-dubai,Verdes by Haven,Aldar,Dubailand,"Apartments, Duplexes",990000,https://cdn.opr.ae/upload/photo/Verdes%20by%20Haven%20by%20Aldar%20Properties.jpg,"25.080879, 55.375805",EN,N/A,N/A,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q2 2028,60/40 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/verdes-haven-aldar-properties-dubailand-dubai,https://opr.ae/ar/projects/verdes-haven-aldar-properties-dubailand-dubai
N/A,https://opr.ae/projects/watercrest-ellington-properties-mbr-city-dubai,The Watercrest,Ellington Properties,MBR City,"Townhouses, Villas",5000000,https://cdn.opr.ae/upload/photo/The%20Watercrest%20by%20Ellington.jpg,"25.126951, 55.350098",EN,N/A,N/A,70/30 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q4 2027,70/30 Payment Plan,"3BR, 4BR",https://opr.ae/ru/projects/watercrest-ellington-properties-mbr-city-dubai,https://opr.ae/ar/projects/watercrest-ellington-properties-mbr-city-dubai
N/A,https://opr.ae/projects/arada-cbd-arada-aljada-sharjah,Arada CBD,Arada,Aljada (Sharjah Emirate),Commercial real estate,N/A,https://cdn.opr.ae/upload/photo/Arada%20CBD.jpg,N/A,EN,N/A,https://cdn.opr.ae/upload/brochures/Arada%20CBD%20brochure.pdf,50/50 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q4 2025,50/50 Payment Plan,N/A,https://opr.ae/ru/projects/arada-cbd-arada-aljada-sharjah,https://opr.ae/ar/projects/arada-cbd-arada-aljada-sharjah
N/A,https://opr.ae/projects/rove-home-sharjah-by-arada-in-aljada-sharjah,Rove Home Aljada,Arada,Aljada (Sharjah Emirate),Apartments,1500000,https://cdn.opr.ae/upload/photo/rove_home_sharjah_by_arada_in_aljada.jpg,N/A,EN,N/A,N/A,45/55 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,N/A,45/55 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/rove-home-sharjah-by-arada-in-aljada-sharjah,https://opr.ae/ar/projects/rove-home-sharjah-by-arada-in-aljada-sharjah
N/A,https://opr.ae/projects/il-teatro-residences-1-arada-aljada,il teatro Residences,Arada,Aljada (Sharjah Emirate),"Apartments, Lofts",987000,https://cdn.opr.ae/upload/photo/il%20teatro%20Residences%201.jpg,N/A,EN,N/A,https://cdn.opr.ae/upload/brochures/IL-TEATRO-RESIDENCES-BROCHURE.pdf,40/60 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q4 2024,40/60 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/il-teatro-residences-1-arada-aljada,https://opr.ae/ar/projects/il-teatro-residences-1-arada-aljada
N/A,https://opr.ae/projects/palace-residences-emaar-properties-dubai-creek-harbour-dubai,Palace Residences Creek Blue,Emaar,Dubai Creek Harbour,"Apartments, Full floors",1870000,https://cdn.opr.ae/upload/photo/Palace%20Residences.jpg,"25.208582, 55.349422",EN,N/A,N/A,N/A,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,N/A,N/A,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/palace-residences-emaar-properties-dubai-creek-harbour-dubai,https://opr.ae/ar/projects/palace-residences-emaar-properties-dubai-creek-harbour-dubai
N/A,https://opr.ae/projects/w-residences-dubai-harbour-arada-dubai-harbour,W Residences Dubai Harbour,Arada,Dubai Harbour,"Apartments, Penthouses, Duplexes",4300000,https://cdn.opr.ae/upload/photo/W%20Residences%20Dubai%20Harbour.jpg,N/A,EN,N/A,N/A,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,N/A,60/40 Payment Plan,"1BR, 2BR, 3BR, 4BR, 5BR",https://opr.ae/ru/projects/w-residences-dubai-harbour-arada-dubai-harbour,https://opr.ae/ar/projects/w-residences-dubai-harbour-arada-dubai-harbour
N/A,https://opr.ae/projects/verve-meraas-dubai,Verve City Walk,Meraas,City Walk,Apartments,2120000,https://cdn.opr.ae/upload/photo/Verve%20City%20Walk%20by%20Meraas.jpg,"25.206964, 55.262127",EN,N/A,https://cdn.opr.ae/upload/brochures/CW-VERVE%20BROCHURE.pdf,75/25 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q3 2028,75/25 Payment Plan,"1BR, 2BR, 3BR, 4BR, 5BR",https://opr.ae/ru/projects/verve-meraas-dubai,https://opr.ae/ar/projects/verve-meraas-dubai
N/A,https://opr.ae/projects/golf-lane-by-emaar-properties-in-emaar-south,Golf Lane,Emaar,Emaar South,Villas,4480000,https://cdn.opr.ae/upload/photo/golf%20lane.jpg,"24.869652, 55.137527",EN,N/A,N/A,N/A,Coming Soon,N/A,N/A,N/A,Green Nature Living,N/A,N/A,"4BR, 5BR",https://opr.ae/ru/projects/golf-lane-by-emaar-properties-in-emaar-south,https://opr.ae/ar/projects/golf-lane-by-emaar-properties-in-emaar-south
N/A,https://opr.ae/projects/arlo-emaar-properties-dubai-creek-harbour-dubai,ARLO,Emaar,Dubai Creek Harbour,"Apartments, Townhouses",1700000,https://cdn.opr.ae/upload/photo/ARLO%20by%20Emaar%20Properties.jpg,"25.206644, 55.349836",EN,N/A,https://cdn.opr.ae/upload/brochures/ARLO_DCH_BROCHURE.pdf,90/10 Payment Plan,Coming Soon,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",Q4 2028,90/10 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/arlo-emaar-properties-dubai-creek-harbour-dubai,https://opr.ae/ar/projects/arlo-emaar-properties-dubai-creek-harbour-dubai
N/A,https://opr.ae/projects/al-danah-residential-tower-dubai-investments-danah-bay-al-marjan-island-ras-al-khaimah,Al Danah Residential Tower,Dubai Investments Real Estate,Al Marjan Island (Ras Al Khaimah Emirate),"Apartments, Penthouses",2100000,https://cdn.opr.ae/upload/photo/Al%20Danah%20Residential%20Tower.jpg,N/A,EN,N/A,https://cdn.opr.ae/upload/brochures/AW%20DANAH%20BAY%20Residential.pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",N/A,60/40 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/al-danah-residential-tower-dubai-investments-danah-bay-al-marjan-island-ras-al-khaimah,https://opr.ae/ar/projects/al-danah-residential-tower-dubai-investments-danah-bay-al-marjan-island-ras-al-khaimah
N/A,https://opr.ae/projects/dubai-harbour-residences-by-h&h,Dubai Harbour Residences⠀,H&H Development,Dubai Harbour,Apartments,3900000,https://cdn.opr.ae/upload/photo/DUBAIHARBOUR.jpg,"25.094198, 55.140999",EN,N/A,https://cdn.opr.ae/upload/brochures/DHR%20Brochure.pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living, Waterfront Living",Q1 2028,60/40 Payment Plan,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/dubai-harbour-residences-by-h&h,https://opr.ae/ar/projects/dubai-harbour-residences-by-h&h
N/A,https://opr.ae/projects/edge-rak-properties-raha-island-mina-al-arab-ras-al-khaimah,EDGE⠀,RAK Properties,Mina Al Arab (Ras Al Khaimah Emirate),"Apartments,Penthouses, Chalets",750000,https://cdn.opr.ae/upload/photo/EdgeRAK.jpg,"25.716950, 55.832908",EN,N/A,https://cdn.opr.ae/upload/brochures/Edge%20Brochure.pdf,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Beachfront Living,Q2 2027,60/40 Payment Plan,"Studios,1BR, 2BR",https://opr.ae/ru/projects/edge-rak-properties-raha-island-mina-al-arab-ras-al-khaimah,https://opr.ae/ar/projects/edge-rak-properties-raha-island-mina-al-arab-ras-al-khaimah
N/A,https://opr.ae/projects/apartment-and-penthouse-unique-elie-saab-waterfront-complex-al-reem-island-abu-dhabi,Elie Saab Waterfront,Ohana Development,Abu Dhabi,"Apartments, Penthouses",2000000,https://cdn.opr.ae/upload/photo/Elie%20Saab%20Waterfron.jpg,"24.485116, 54.400573",EN,N/A,https://cdn.opr.ae/upload/brochures/ElieSaab_brochure%20.pdf,90/10 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q1 2027,90/10 Payment Plan,"1BR, 2BR, 3BR",https://opr.ae/ru/projects/apartment-and-penthouse-unique-elie-saab-waterfront-complex-al-reem-island-abu-dhabi,https://opr.ae/ar/projects/apartment-and-penthouse-unique-elie-saab-waterfront-complex-al-reem-island-abu-dhabi
N/A,https://opr.ae/projects/one-b-tower-by-wasl,One B by Wasl,wasl,Dubai,"Apartments, Duplexes",1600000,https://cdn.opr.ae/upload/photo/One%20B%20by%20Wasl.jpg,"25.179854, 55.252078",EN,N/A,https://cdn.opr.ae/upload/brochures/One%20B%20Tower%20Brochure_0.pdf,40/60 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q3 2028,40/60 Payment Plan,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/one-b-tower-by-wasl,https://opr.ae/ar/projects/one-b-tower-by-wasl
N/A,https://opr.ae/projects/apartments-skyscape-avenue-project-sobha-hartland-dubai,Skyscape Avenue,Sobha,Sobha Hartland II,Apartments,1700000,https://cdn.opr.ae/upload/photo/Skyscape%20Avenue.jpg,"25.171855, 55.329314",EN,N/A,N/A,60/40 Payment Plan,Coming Soon,N/A,N/A,N/A,Dubai Luxury Living,Q4 2028,60/40 Payment Plan,"1BR, 2BR, 3BR, 5BR",https://opr.ae/ru/projects/apartments-skyscape-avenue-project-sobha-hartland-dubai,https://opr.ae/ar/projects/apartments-skyscape-avenue-project-sobha-hartland-dubai
N/A,https://opr.ae/projects/masa-residence-durar-group-al-marjan-island,MASA Residence,Durar Group,Al Marjan Island (Ras Al Khaimah Emirate),Apartments,N/A,https://cdn.opr.ae/photo/MASA%20Residence.jpg,N/A,EN,N/A,https://cdn.opr.ae/brochures/MASA%20BROCHURE.pdf,50/50 Payment Plan,Coming Soon,N/A,N/A,N/A,Beachfront Living,N/A,50/50 Payment Plan,"Studios,1BR, 2BR",https://opr.ae/ru/projects/masa-residence-durar-group-al-marjan-island,https://opr.ae/ar/projects/masa-residence-durar-group-al-marjan-island
N/A,https://opr.ae/projects/uptown-apartments-by-wujha-in-muscat-oman,Uptown Muscat ,Wujha Real Estate,Muscat (The Sultanate of Oman),"Apartments, Duplexes",534000,https://cdn.opr.ae/photo/UPTOWN.jpg,"23.566254, 58.170964",EN,N/A,https://cdn.opr.ae/brochures/UPTOWN%20-%20brochure.pdf,N/A,Coming Soon,N/A,N/A,N/A,Beachfront Living,Q1 2027,N/A,"1BR, 2BR, 3BR, 4BR",https://opr.ae/ru/projects/uptown-apartments-by-wujha-in-muscat-oman,https://opr.ae/ar/projects/uptown-apartments-by-wujha-in-muscat-oman
N/A,https://opr.ae/projects/central-7-offices-by-wujha-in-muscat-oman,Central 7,Wujha Real Estate,Muscat (The Sultanate of Oman),Commercial property,N/A,https://cdn.opr.ae/photo/Central%207.jpg,"23.566711, 58.171761",EN,N/A,https://cdn.opr.ae/brochures/Central%207%20Presentation.pdf,N/A,Coming Soon,N/A,N/A,N/A,Beachfront Living,N/A,N/A,Commercial property,https://opr.ae/ru/projects/central-7-offices-by-wujha-in-muscat-oman,https://opr.ae/ar/projects/central-7-offices-by-wujha-in-muscat-oman
N/A,https://opr.ae/projects/zen-residences-zen-development-and-investment-muscat-bay-oman,Zen Residences in Muscat Bay,Zen Development and Investment,Muscat (The Sultanate of Oman),Apartments,550000,https://cdn.opr.ae/photo/Zen%20Residences.jpg,"23.546644, 58.637583",EN,N/A,https://cdn.opr.ae/brochures/Zen%20Residences%20Broucher.pdf,80/20 Payment Plan,N/A,N/A,N/A,N/A,Beachfront Living,Q4 2026,80/20 Payment Plan,"Studios,1BR, 2BR, 3BR",Error,Error
N/A,https://opr.ae/projects/villas-paradise-villas-darglobal-muscat,Paradise Villas in Muscat,DarGlobal,Muscat (The Sultanate of Oman),Villas,N/A,https://cdn.opr.ae/photo/The%20Paradise%20Villas.jpg,N/A,EN,N/A,https://cdn.opr.ae/brochures/AIDA_TheParadiseVillas_English.pdf,N/A,N/A,N/A,N/A,N/A,Beachfront Living,N/A,N/A,3BR,Error,Error
